Word,Socialness,Concreteness,Valence_ext,Frequency,OLD,LDT_zRT,LDT_Accuracy,AoA.Rating,AoA.Test,WordType,zRTclean_mean,ACC,Hits,FalseAlarms,Hit_min_FA,Phonemes_no,phono_upoint,pld20_m,us_ldt_zrt_m,us_ldt_acc,us_ldt_zrtmdur_m,uk_ldt_zrt_m,uk_ldt_acc,uk_ldt_zrtmdur_m,sg_ldt_zrt_m,sg_ldt_acc,sg_ldt_zrtmdur_m,Length
subatomic,1.85,2.85,0.5300000000000002,1.672,3.85,0.459,0.79,12.94,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
subcommittee,5.409090909090909,3.55,0.09999999999999964,1.643,5.3,0.421,1,11.95,10,Concrete,1.09,59.38%,NA,NA,NA,9,6,3.9,0.712750432,0.941176471,-0.057838524,0.760404374,0.87037037,-0.013282595,0.44773651,0.830188679,-0.177835967,12
subdivision,3.2083333333333335,3.89,0.2599999999999998,1.477,4.25,0.29,0.91,10.3,10,Concrete,-0.03,37.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
subdue,3.5416666666666665,2.24,1.83,1.623,2.55,0.157,0.89,11.17,12,Abstract,0.24,87.50%,0.77,0.32,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
subdued,4.055555555555555,1.97,1.42,1.518,2.75,-0.149,0.88,NA,NA,Abstract,-0.08,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
subject,3.2857142857142856,3.14,0.33000000000000007,3.276,2.6,-0.759,1,7.3,6,NA,NA,NA,0.7,0.35,0.35,7,8,2.55,-0.478186002,1,-0.380337082,-0.518139994,1,-0.495941815,-0.367641301,1,-0.609060508,7
sublet,2.9047619047619047,3.04,0.2699999999999996,1.491,2,-0.231,0.78,15.25,13,NA,NA,NA,0.58,0.22,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
sublevel,1.7894736842105263,3.14,0.04999999999999982,NA,NA,NA,NA,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
subliminal,2.9047619047619047,1.93,0.1900000000000004,1.568,4.55,-0.005,0.91,11.89,NA,Abstract,0.14,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
submarine,3.0555555555555554,4.8,1,2.56,3.15,-0.144,1,7.94,4,Concrete,-0.61,87.10%,NA,NA,NA,8,7,2.8,0.106843959,0.984848485,-0.682112359,0.021472325,0.98245614,-0.818802333,-0.422110714,1,-0.540756844,9
submerge,2.130434782608696,3.39,0.5300000000000002,1.322,3,-0.258,0.94,8.68,8,NA,NA,NA,NA,NA,NA,7,7,2.55,-0.025543948,1,-1.192864734,-0.019236301,0.981481481,-1.509547601,-0.098992508,0.943396226,-0.595693328,8
submersible,2.272727272727273,3.04,0.5,1.505,NA,NA,NA,11.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
submission,4.7727272727272725,3,0.40000000000000036,1.748,3.15,-0.347,0.94,11.33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
submit,2.8333333333333335,2.68,1.1,2.452,2.6,-0.502,1,8.58,8,NA,NA,NA,0.68,0.33,0.35,6,6,2.6,-0.244852809,0.96969697,-0.543659763,-0.419960791,1,0.029110839,-0.411829367,0.981818182,-0.532014677,6
subordinate,4.958333333333333,2.73,0.5599999999999996,1.505,3.55,0.201,1,14.72,12,NA,NA,NA,NA,NA,NA,10,7,3.7,-0.100851966,0.925373134,-0.770984353,-0.072044261,0.982142857,-0.801678296,0.274453159,1,-0.860212047,11
subscriber,5.818181818181818,3.31,0.71,1.342,3.45,-0.054,1,9.94,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
subscription,3.9545454545454546,3.22,0.29000000000000004,1.839,3.65,-0.067,0.94,10.37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
subside,2.590909090909091,2.26,0.41999999999999993,1.322,2.2,-0.249,0.97,10.44,12,Abstract,0.1,93.55%,NA,NA,NA,6,7,2.15,0.101669671,1,-0.32411869,0.250628944,0.912280702,-0.123556199,-0.052736166,0.981481481,-0.207974415,7
subsidiary,3,2.96,0.20000000000000018,1.38,4.2,0.261,0.97,15.11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
substance,2.65,3.44,0.71,2.562,3.15,-0.316,0.97,9.68,6,NA,NA,NA,0.73,0.22,0.52,8,8,2.9,-0.085882601,1,-0.57139312,-0.702181341,0.98245614,-0.500627179,-0.14771826,0.945454545,-1.062802407,9
substantial,2.625,2.03,1.1399999999999997,2.263,3.85,0.069,1,10.67,10,Abstract,-0.15,96.77%,NA,NA,NA,10,11,3.8,0.206929284,1,-0.575382463,-0.082096796,0.98245614,-0.295613412,0.430186925,1,-0.74980215,11
substation,2.789473684210526,3.88,0.5700000000000003,1.477,2.9,0.685,0.82,12.81,10,Concrete,1.13,35.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
substitute,4.130434782608695,2.82,0.08999999999999986,2.378,3.3,-0.153,0.88,7.06,4,NA,NA,NA,NA,NA,NA,10,7,4,-0.029954547,1,-0.509648089,0.088444623,0.98245614,-0.752987242,-0.06615413,1,-0.901985554,10
substitution,3.5652173913043477,2.52,0.04999999999999982,1.342,3.25,0.1,0.94,8.85,4,NA,NA,NA,NA,NA,NA,12,6,4.65,0.305914679,1,-0.456976746,0.078425585,1,-0.539815853,0.206841912,0.981132075,-0.811200552,12
subterranean,1.6111111111111112,3.4,0.25,1.532,5.75,0.913,0.79,12.61,12,NA,NA,NA,NA,NA,NA,11,7,4.45,0.70358764,0.926470588,-0.258639844,0.440292908,0.745454545,-0.355942673,0.642238393,0.660377358,-0.646152184,12
subtext,2.8260869565217392,2.59,0.46999999999999975,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
subtitle,2.130434782608696,3.84,0.41000000000000014,1.724,2.85,-0.19,0.94,9.84,10,Concrete,0.75,64.52%,NA,NA,NA,7,6,2.9,0.364361255,0.96969697,-0.015329872,0.230997766,0.98245614,-0.08502476,0.292956572,0.909090909,-0.436591941,8
subtle,2.8947368421052633,1.72,0.6200000000000001,2.55,1.9,-0.21,0.94,11.63,13,Abstract,-0.22,100.00%,0.83,0.4,0.43,4,5,1.45,-0.728719048,0.96969697,0.140689844,-0.768686633,0.964912281,0.27968916,-0.475385141,0.981818182,0.010423421,6
subtlety,3.1666666666666665,1.54,0.40000000000000036,1.613,3.05,0.43,0.66,12.53,12,Abstract,-0.23,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
subtract,1.818181818181818,3.82,0.75,1.462,3.05,-0.416,0.97,6.53,2,Concrete,1.27,45.16%,0.67,0.1,0.57,8,8,2.75,-0.045033231,0.985074627,-1.016045131,-0.077381758,0.981481481,-0.734033032,-0.185158281,1,-0.535544274,8
suburb,5,3.76,0.5199999999999996,1.491,2.6,-0.091,0.94,9.52,NA,Concrete,-0.39,90.32%,0.68,0.13,0.55,6,7,2,-0.123808853,0.926470588,-0.479205197,-0.173495262,0.8,-0.068913424,-0.042886547,0.905660377,0.307984756,6
suburban,4.173913043478261,3.27,0.8499999999999996,2.072,3.25,-0.068,1,11.56,8,NA,NA,NA,NA,NA,NA,8,9,2.7,-0.052220498,0.911764706,-0.098647999,0.203873662,0.909090909,-0.105810245,0.304828584,0.867924528,-0.114574431,8
suburbia,4.705882352941177,3.31,0.5199999999999996,1.591,3.6,0.55,0.73,12.06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
succeed,4.458333333333333,2.33,2.05,2.684,2.75,-0.583,0.97,8.16,4,Abstract,0.03,93.55%,0.73,0.28,0.45,6,7,2.25,-0.354629892,1,-0.459330013,-0.020194936,0.98245614,-0.541528131,-0.300509495,1,-0.483968356,7
success,5.086956521739131,2.21,2.49,3.143,2.6,-0.685,0.97,9.25,4,Abstract,-0.14,87.10%,0.65,0.53,0.12,6,7,2.5,-0.515868942,0.985074627,-1.056599694,-0.330481694,1,-0.975851647,-0.626000056,1,-0.777747955,7
successful,5,2.07,2.76,3.016,3.9,-0.512,1,8.56,6,Abstract,-0.16,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
successor,5.2727272727272725,3.29,1.1100000000000003,1.935,3.15,-0.427,0.97,12.24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
succulent,1.55,2.75,1.5,1.38,3.85,0.45,0.82,12.32,12,NA,NA,NA,NA,NA,NA,9,9,3,-0.306783948,0.954545455,-0.472542623,-0.129566944,0.894736842,-0.537275462,-0.12108491,0.854545455,-0.644108773,9
suck,2.608695652173913,3.46,1.29,3.25,1.3,-0.601,1,5.58,6,NA,NA,NA,0.81,0.07,0.75,3,4,1,-0.321503659,1,-0.046703576,-0.554608261,0.928571429,0.641409816,-0.363033297,0.909090909,0.59043753,4
suction,1.7,3.96,0.75,2.459,2.15,0.313,0.85,9.42,6,Concrete,0.36,90.32%,0.78,0.12,0.67,6,4,1.95,-0.683558741,1,-0.046698923,-0.463293472,0.963636364,-0.029347492,-0.500025432,1,-0.260426975,7
sue,4.521739130434782,3.07,2.82,3.176,1.35,-0.405,0.94,11,6,NA,NA,NA,0.78,0.09,0.69,2,3,1,0.190458192,0.691176471,0.998337657,0.496660309,0.636363636,1.206651276,0.275183141,0.622641509,0.828309104,3
suffer,4.0476190476190474,2.28,2.95,3.06,1.75,-0.434,0.97,8.89,4,Abstract,0.06,61.29%,0.67,0.25,0.42,5,6,1.45,-0.575831919,0.984615385,0.051726981,-0.638389755,1,0.134632472,-0.725780796,1,-0.30481484,6
suffice,2.375,1.72,0.5199999999999996,1.929,2.7,-0.216,0.94,12.26,12,Abstract,0.05,100.00%,0.87,0.18,0.68,5,4,2.3,-0.070210307,0.924242424,-0.135511465,0.130036441,1,-0.349704629,0.023914894,0.925925926,-0.270505249,7
suffocate,2.863636363636364,3.74,2.38,1.892,3.6,-0.133,0.94,10.37,4,Concrete,0.96,53.13%,NA,NA,NA,7,7,2.85,-0.264611171,1,-0.767084508,-0.285447041,1,-0.894793239,-0.465221101,1,-0.776126414,9
suffocation,3.0869565217391304,3.41,2.56,1.591,3.75,0.135,0.88,9.84,4,NA,NA,NA,NA,NA,NA,9,7,2.6,-0.022868343,0.970149254,-0.505842171,0.019155118,0.944444444,-0.620751766,0.174911781,1,-0.921359121,11
suggest,4.136363636363637,1.8,0.5499999999999998,3.301,2.75,-0.642,0.97,8.67,4,Abstract,-0.22,93.55%,0.6,0.27,0.33,7,8,2.85,-0.343479939,1,-0.610875315,-0.37594552,1,-0.761899853,-0.790329618,1,-0.590249938,7
suggestive,3.8095238095238098,2,0.04999999999999982,1.431,3.3,-0.33,0.97,9.95,6,Abstract,-0.19,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
suicidal,3.952380952380953,2.27,2.85,2.173,3.4,-0.034,0.94,11.17,8,Abstract,0.21,75.00%,NA,NA,NA,7,7,2.8,-0.063076821,1,-0.531038864,0.19596742,0.981481481,-0.59057139,-0.087216472,0.962264151,-0.659857216,8
suicide,4.043478260869565,3.59,3.42,3.243,2.75,-0.385,1,10.16,6,Concrete,-0.47,70.97%,NA,NA,NA,6,7,2.55,-0.379916557,1,-0.895582763,-0.31590822,0.98245614,-1.104558599,-0.264531124,0.981818182,-0.951248864,7
suitable,3.2941176470588234,1.93,0.7000000000000002,2.394,2.55,-0.275,1,9.78,6,Abstract,0.17,96.77%,NA,NA,NA,7,6,2.05,-0.088001744,0.878787879,0.143449208,-0.332497128,0.964912281,-0.250842039,-0.389951113,0.962962963,-0.384041792,8
suitcase,2.3684210526315788,4.97,0.25,2.835,3.1,-0.344,0.88,8.22,4,Concrete,-0.45,96.77%,NA,NA,NA,6,4,2.85,-0.298130047,0.984848485,-0.780471917,-0.21103937,1,-1.201654576,-0.215135074,0.945454545,-0.592648065,8
suite,2.88,4.16,2.05,2.929,1.6,-0.632,0.97,9.37,6,Concrete,-0.33,93.55%,0.8,0.26,0.54,4,5,1.55,-0.330176001,0.926470588,0.01779747,-0.335373045,0.944444444,0.067270966,-0.327189487,0.981132075,0.354850406,5
sulfur,1.0952380952380951,4.43,0.5,1.785,2.75,-0.431,0.97,13.6,NA,Concrete,-0.4,87.10%,0.85,0.2,0.65,6,5,1.9,-0.44720831,0.926470588,-0.004349057,-0.148410838,0.962962963,0.198435708,-0.250921014,0.962264151,-0.494056238,6
sullen,2.8947368421052633,2.47,2.16,1.477,2,-0.162,0.71,11.59,8,Abstract,-0.01,90.32%,NA,NA,NA,5,4,1.8,0.056616294,0.626865672,0.72136373,-0.017714101,0.814814815,0.517131443,0.139387828,0.660377358,0.666199907,6
sum,1.6956521739130437,2.89,0.71,2.719,1.3,-0.266,1,7.1,2,NA,NA,NA,0.69,0.07,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
summarize,2.75,2.32,0.11000000000000032,1.322,3.2,-0.388,0.97,10.74,6,Abstract,-0.04,80.65%,NA,NA,NA,7,6,2.45,-0.022523599,1,-0.772172285,-0.184869516,1,-0.903871945,-0.290524927,1,-0.965433098,9
summary,2.5238095238095237,3.03,0.04999999999999982,1.935,2.75,-0.62,1,8,6,NA,NA,NA,NA,NA,NA,6,6,1.95,-0.040106942,0.838235294,0.246540226,-0.488179936,1,0.078320294,-0.468174642,0.943396226,-0.280111642,7
summation,2.95,2.35,0.15000000000000036,1.532,3,0.231,0.81,13.59,10,Abstract,0.37,78.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
summerhouse,4.35,4.54,2.3,1.362,NA,NA,NA,10.33,12,Concrete,-0.62,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
summertime,4.541666666666667,2.96,1.7400000000000002,1.792,3.9,-0.225,0.97,5.22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
summon,4.45,2.79,0.5800000000000001,2.297,2.35,-0.242,0.88,11.33,8,NA,NA,NA,0.82,0.27,0.55,5,6,1.55,-0.391299615,0.939393939,0.439974148,-0.517287852,0.929824561,0.638992002,-0.319060751,0.854545455,0.378568461,6
summons,3.6,2.97,1.4,1.914,2.55,-0.158,1,12.2,8,NA,NA,NA,0.7,0.1,0.6,6,6,2.15,-0.024731462,0.791044776,-0.049025079,0.043199318,0.789473684,-0.427865833,0.242784813,0.851851852,-0.056890103,7
sunburn,3.619047619047619,4.57,2.24,1.532,2.7,-0.5,0.97,7.26,2,Concrete,-0.36,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
sunflower,1.2083333333333333,4.8,1.4500000000000002,1.544,3.6,-0.465,1,6,2,Concrete,-0.87,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
sunglasses,2,4.83,1.7199999999999998,2.305,3.9,-0.362,0.97,5.56,6,Concrete,-0.77,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
sunken,2.05,3.72,0.5800000000000001,1.672,2,0.113,0.88,8.5,2,Concrete,0.16,65.63%,NA,NA,NA,6,5,2,-0.208148451,0.96969697,0.04384824,-0.513880172,0.929824561,0.251983568,-0.404444106,0.963636364,-0.113554715,6
sunlight,2.217391304347826,4.45,2.46,2.375,2.8,-0.51,1,5,2,Concrete,-0.59,100.00%,NA,NA,NA,6,5,1.95,-0.112310064,0.96969697,-0.73775296,-0.355885701,0.946428571,-0.471502256,-0.523550969,1,-0.441242219,8
sunrise,2.0869565217391304,4.69,2.3499999999999996,2.491,2.65,-0.416,1,5.72,2,Concrete,-0.58,93.55%,NA,NA,NA,6,5,2.4,-0.510857801,0.984615385,-0.813403248,-0.18580901,1,-1.031252301,-0.077320913,0.981481481,-0.804351456,7
sunroof,1.5833333333333333,4.68,1.4699999999999998,1.362,3.05,-0.319,0.97,11.15,NA,Concrete,-0.47,96.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
sunset,2.625,4.54,2.46,2.722,2.05,-0.641,0.97,6.06,2,Concrete,-0.46,96.88%,NA,NA,NA,6,5,2.3,0.064348946,0.955882353,-0.18532817,-0.215249625,0.945454545,-0.356537754,-0.467608745,0.962264151,-0.941800725,6
sunshine,1.875,4.21,3.1400000000000006,2.782,2.8,-0.545,1,4.58,2,Concrete,-0.43,93.55%,NA,NA,NA,6,5,2.45,-0.66793446,1,-0.617790347,-0.656309805,0.962962963,-0.629502199,-0.393279501,0.981132075,-0.542050527,8
superb,2.96,1.62,2,2.17,2.65,-0.189,0.82,10,8,Abstract,0.28,93.55%,0.77,0.13,0.63,6,7,2.35,-0.164296782,0.969230769,-0.577851139,0.106950986,1,-0.609216253,-0.318063315,0.944444444,-0.206412399,6
superficial,3.6666666666666665,1.85,1.21,2.173,4.05,-0.314,1,12.83,10,Abstract,-0.09,93.75%,NA,NA,NA,10,11,3.6,0.118623784,1,-0.581296052,0.022393459,1,-0.497805949,0.086898878,0.981481481,-0.915631486,11
superhuman,4.217391304347826,2.59,1.67,1.623,4.5,0.054,0.91,7.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
superintendent,5.05,4.21,0.13999999999999968,2.342,5.85,0.843,0.9,8.5,4,Concrete,0.32,81.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
superman,4.666666666666667,3.41,1.5199999999999996,2.795,2.95,-0.286,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
supermarket,5.473684210526316,4.57,1.37,2.408,4.75,-0.279,1,4.53,4,Concrete,-0.37,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
supernova,1.7083333333333333,3.78,1.58,1.322,3.9,0.187,0.85,10.83,12,Concrete,0.12,90.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
superpower,3.8333333333333335,2.87,2.1399999999999997,NA,NA,NA,NA,7.53,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
superstar,6.25,3.36,0.9400000000000004,2.245,3.85,-0.329,1,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
supervise,5.318181818181818,2.48,0.04999999999999982,1.996,2.65,0.042,0.97,11,8,Abstract,0.66,70.97%,NA,NA,NA,8,9,2.9,0.171636373,1,-1.128283285,0.327794151,1,-0.974002594,0.031974542,1,-1.085058835,9
supervisor,5.458333333333333,4.26,0.7199999999999998,2.484,3.05,-0.2,1,9.17,4,Concrete,-0.38,100.00%,NA,NA,NA,10,11,3.65,0.398165694,1,-0.652318254,0.23053546,1,-0.666460602,0.341422054,1,-0.609353727,10
supper,4.363636363636363,4.63,1.7199999999999998,2.995,1.85,-0.412,0.94,6.32,2,Concrete,-0.4,96.77%,0.7,0.12,0.58,5,6,1.65,-0.494754675,0.954545455,0.387837457,-0.70004104,0.964912281,0.41508046,-0.661827174,0.963636364,-0.00445175,6
supplement,2.9565217391304346,3.07,0.4299999999999997,1.771,3.15,-0.531,1,11.45,8,NA,NA,NA,NA,NA,NA,9,7,2.7,0.027630444,0.985294118,-0.873956278,-0.367420624,1,-0.628045043,-0.080229752,0.981132075,-0.949971704,10
supplier,4.782608695652174,3.41,0.16000000000000014,2,2.6,-0.23,0.97,10.05,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
supply,3.952380952380953,3.43,0.11000000000000032,2.979,2.4,-0.39,0.94,8.73,6,NA,NA,NA,0.73,0.42,0.32,5,6,1.9,-0.590415901,1,-0.446941905,-0.563182214,0.98245614,-0.436154672,-0.637078914,0.981818182,-0.354671449,6
support,6.142857142857143,2.83,1.8899999999999997,3.413,2.4,-0.585,1,8.53,4,NA,NA,NA,0.62,0.43,0.18,6,6,1.8,-0.440087034,1,-0.412076486,-0.590449368,1,-0.542331942,-0.334294195,1,-0.285624744,7
supporter,6.083333333333333,3.26,1.0499999999999998,1.58,2.8,-0.466,1,8.75,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
suppress,3.5416666666666665,2.22,2.28,1.887,2.8,-0.177,0.97,12.94,12,Abstract,0.08,93.55%,0.75,0.27,0.48,6,7,1.85,-0.337897549,0.985074627,-0.595787592,-0.380322715,1,-0.956188688,-0.450768721,1,-0.656415639,8
suppression,4.05,2.31,1.3199999999999998,1.415,3.1,-0.005,0.91,11.68,10,Abstract,0.59,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
supremacy,5.5,1.9,1.52,1.477,3.75,0.181,0.85,13.11,8,Abstract,0.64,96.88%,NA,NA,NA,9,9,3.8,0.244056696,0.882352941,-0.079932153,0.128115891,0.872727273,-0.395930647,0.329590503,0.962264151,-0.487523777,9
supreme,3.136363636363636,2,1.1399999999999997,2.651,2.9,-0.32,0.94,8.47,6,Abstract,0.04,83.87%,0.77,0.17,0.6,6,7,2.8,-0.368025782,1,-0.383118878,-0.194764885,0.981818182,-0.635245984,-0.440703119,0.981132075,-0.466363152,7
surface,2.047619047619047,4.26,0.6200000000000001,2.969,2.5,-0.674,0.97,8.86,2,Concrete,0.13,81.25%,0.73,0.3,0.43,6,6,1.85,-0.338767233,0.96969697,-0.362416533,-0.065961572,0.947368421,-0.58448626,-0.379719036,1,-0.405387307,7
surfboard,2.409090909090909,4.57,0.5300000000000002,1.681,3.5,-0.062,0.97,NA,2,Concrete,-0.59,100.00%,NA,NA,NA,8,5,3.15,-0.020386909,0.969230769,-0.511602278,0.168842051,0.912280702,-0.652155248,0.176603492,0.925925926,-0.134820349,9
surfer,4,4.73,0.46999999999999975,1.924,1.95,-0.21,0.97,7.58,NA,Concrete,-0.36,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
surge,3,2.78,0,1.978,1.75,-0.246,1,9.82,8,NA,NA,NA,0.8,0.39,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
surgeon,4.842105263157895,4.54,0.04999999999999982,2.924,2.5,-0.474,0.97,8.58,2,Concrete,-0.62,100.00%,0.67,0.18,0.48,6,6,1.8,-0.42754009,0.955882353,-0.172724705,-0.119557595,1,-0.04052273,-0.49618962,0.962264151,-0.280955225,7
surgery,4.64,4.34,1.8199999999999998,3.218,2.35,-0.508,0.97,7.68,6,Concrete,-0.54,100.00%,NA,NA,NA,7,6,2.25,-0.645721353,1,-0.416629242,-0.530069015,0.982142857,-0.385595536,-0.375220366,0.981481481,-0.602699266,7
surgical,3.2916666666666665,2.89,1.0499999999999998,2.613,2.95,-0.151,0.94,10.61,6,NA,NA,NA,NA,NA,NA,8,6,2.85,-0.355164399,1,-0.3187547,0.06248534,1,-0.046974168,-0.500984826,1,-0.289680013,8
surname,4.636363636363637,2.79,0.09999999999999964,1.69,2.9,-0.161,0.74,12.22,14,NA,NA,NA,NA,NA,NA,6,4,2.9,0.33840438,0.671641791,0.365623217,0.75554201,0.385964912,0.501351448,0.246405416,0.537037037,0.303482229,7
surplus,2.952380952380953,3.33,0.6799999999999997,2.021,2.9,-0.182,1,11.33,8,NA,NA,NA,0.82,0.35,0.47,7,5,2.25,-0.206282407,0.984848485,-0.637440055,-0.002853163,0.894736842,-0.424546055,-0.293572446,0.962962963,-0.724065669,7
surprise,4.7272727272727275,3.24,2.4400000000000004,3.657,2.65,-0.446,0.91,5.47,2,NA,NA,NA,0.68,0.25,0.43,7,8,2.55,-0.0818198,0.985074627,-0.899020756,-0.124860161,1,-0.989841897,-0.171040657,1,-0.740928872,8
surprised,4.363636363636363,2.5,1.5700000000000003,3.449,2.7,-0.239,0.94,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
surreal,2.625,1.3,1.6500000000000004,1.763,2.95,0.021,0.82,13.72,NA,Abstract,-0.25,96.77%,0.72,0.23,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
surrender,5.666666666666667,2.63,1.27,2.898,3.2,-0.594,0.97,7.61,4,NA,NA,NA,NA,NA,NA,8,6,2.55,-0.371688342,0.970149254,-0.456673553,0.049710438,0.910714286,-0.068187457,-9.61758e-4,0.962962963,-0.303704256,9
surrogate,4.105263157894737,2.83,0.2699999999999996,1.982,3.6,-0.113,0.89,14.88,14,NA,NA,NA,NA,NA,NA,7,5,2.7,-0.272179795,0.838235294,-0.173545618,-0.188883281,0.907407407,-0.073722083,-0.203931845,0.962264151,-0.142946786,9
surround,4.136363636363637,2.81,0.41999999999999993,2.196,3,-0.489,0.97,8.05,4,NA,NA,NA,0.52,0.17,0.35,6,7,1.95,-0.243099913,0.955882353,-0.482022528,-0.183717416,1,-0.475646749,-0.232313546,1,-0.25797951,8
surroundings,3.4545454545454546,3.88,1.37,2.033,4.45,-0.158,1,7.28,2,Concrete,0.6,66.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
surveillance,4.583333333333333,3.11,1.65,2.979,5.7,0.293,0.91,11.33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
survey,4.454545454545454,4.08,0.5499999999999998,2.358,1.95,-0.612,1,11.26,6,Concrete,-0.04,87.10%,0.83,0.35,0.48,5,6,1.9,-0.149629814,1,-0.266768105,-0.062784962,0.964912281,-0.099962791,0.096498982,0.888888889,0.055054136,6
survival,4.3,2.34,2.05,2.713,2.65,-0.396,1,8.47,6,Abstract,0.19,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
survive,3.76,2.55,1.9000000000000004,3.187,2.4,-0.498,0.91,7.11,6,NA,NA,NA,0.68,0.32,0.37,6,7,2.2,-0.492215267,0.985294118,-1.08646274,-0.11325498,0.981818182,-0.874924213,-0.381579714,1,-0.903754121,7
survivor,4.6,3.33,1.6799999999999997,2.346,3.05,-0.561,1,7.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
suspect,5.045454545454546,2.59,2.61,3.353,2.6,-0.629,1,8.58,2,NA,NA,NA,0.77,0.38,0.38,7,8,2.5,-0.18550206,0.985294118,-0.396023139,-0.261297099,1,-0.782272665,-0.307794575,0.981132075,-0.643688857,7
