word_us,n_phon,phono_upoint,pld20_m,pld20_sd,sg_ldt_acc,sg_ldt_acc_n,us_ldt_acc,us_ldt_acc_n,uk_ldt_acc,uk_ldt_acc_n,sg_ldt_zrt_m,sg_ldt_zrt_sd,sg_ldt_zrt_n,us_ldt_zrt_m,us_ldt_zrt_sd,us_ldt_zrt_n,uk_ldt_zrt_m,uk_ldt_zrt_sd,uk_ldt_zrt_n,sg_ldt_zrtmdur_m,sg_ldt_zrtmdur_sd,sg_ldt_zrtmdur_n,us_ldt_zrtmdur_m,us_ldt_zrtmdur_sd,us_ldt_zrtmdur_n,uk_ldt_zrtmdur_m,uk_ldt_zrtmdur_sd,uk_ldt_zrtmdur_n,...30
bankrupt,8,9,3.5,0.606976978666883,0.907407407,54,0.938461538,65,1,57,-0.482571538,0.466070723,48,-0.336997457,0.720227906,60,-0.894883783,0.546692229,56,-0.814507801,0.459410106,48,-0.37597524,0.624056995,60,-0.648126196,0.523207232,56,NA
banner,5,5,1.65,0.48936048492959294,0.944444444,54,0.984615385,65,0.964912281,57,-0.499125276,0.473215254,50,-0.885575663,0.512844474,63,-0.874231614,0.639352211,54,-0.044080992,0.507655515,50,0.024438708,0.569033532,63,0.46627624,0.591824292,54,NA
banquet,7,5,2.85,0.36634754853252305,0.981132075,53,0.970588235,68,0.945454545,55,0.11599982,0.68611279,52,-0.294459642,0.657169522,65,-0.678935945,0.559180075,50,-0.362740848,0.641196635,52,-0.543054853,0.741188016,65,0.145643071,0.6371031,50,NA
baptism,8,7,3.45,0.604805318829299,0.962264151,53,1,67,0.981481481,54,-0.119192469,0.640174865,51,-0.593447103,0.436045489,67,-0.728528353,0.367811268,52,-0.161791148,0.688237,51,-0.512556554,0.403753321,67,-0.312812411,0.42658847,52,NA
barbarian,9,7,3.7,0.47016234598162704,0.981481481,54,1,65,0.98245614,57,-0.271387551,0.456001407,53,-0.350485368,0.714745819,64,-0.613292255,0.580915639,55,-0.834023563,0.401997489,53,-0.457425244,0.683955398,64,-0.676419843,0.571376028,55,NA
barbaric,8,7,3.75,0.444261658319319,0.981132075,53,0.970588235,68,0.981818182,55,-0.435714085,0.425690299,52,-0.067920878,0.513625326,66,-0.680429088,0.626105865,54,-0.783350327,0.353184539,52,-0.72793972,0.782417624,66,-0.390437626,0.537206064,54,NA
barbecue,8,6,3.75,0.444261658319319,0.981818182,55,1,66,1,57,-0.254436114,0.483249663,54,-1.037142701,0.316064858,66,-0.824201939,0.550075661,57,-0.729012911,0.322088674,54,-0.649764281,0.334804298,66,-0.318794222,0.518700155,57,NA
bargain,6,4,1.95,0.223606797749979,0.924528302,53,0.940298507,67,0.981481481,54,-0.005443502,0.637705503,47,-0.756644575,0.716948287,62,-0.829009972,0.552441699,51,-0.46331607,0.528764285,47,0.068289152,0.660121204,62,0.057781113,0.524812596,51,NA
baritone,7,5,2.9,0.307793505625546,0.452830189,53,0.544117647,68,0.5,54,0.534964706,0.608914804,22,0.455493107,0.710116863,36,0.345533118,0.707705417,27,0.259225662,0.559893503,22,0.113740587,0.635400085,36,0.025352571,0.723416408,27,NA
barricade,7,6,2.65,0.5871429486124,0.943396226,53,0.970588235,68,0.962962963,54,-0.142348456,0.595096242,49,0.051818942,0.805764427,65,-0.494848572,0.565589223,52,-0.311451206,0.52346898100000006,49,-0.593293241,0.64675065,65,-0.577694925,0.502425824,52,NA
bartender,9,5,3.55,0.51041778553404,1,53,0.985294118,68,0.963636364,55,0.048850386,0.445717442,52,-0.726343911,0.341051314,66,-0.271662804,0.653969374,51,-0.617134833,0.361878356,52,-0.646606214,0.320205817,66,-0.237719019,0.608144299,51,NA
baseball,6,6,2.95,0.223606797749978,0.963636364,55,1,66,0.947368421,57,-0.229588611,0.490373291,53,-0.052284865,0.591839958,65,-0.680452371,0.644869549,53,-0.304235191,0.47196903,53,-0.527801837,0.437897196,65,-0.236714713,0.709113407,53,NA
bash,3,4,1,0,0.962962963,54,0.910447761,67,0.982142857,56,-0.31358184,0.602012431,51,-0.157996624,0.623029077,60,-1.146461354,0.479943493,55,0.181536126,0.605852153,51,-0.176482186,0.569319697,60,-0.521704825,0.486860958,55,NA
bashful,6,4,2.5,0.606976978666883,0.886792453,53,0.985294118,68,0.87037037,54,0.069937095,0.764080212,47,-0.050940489,0.601306105,66,-0.356517185,0.779009088,47,-0.107028592,0.704132027,47,-0.23009004,0.511997176,66,0.370696603,0.781126672,47,NA
basis,5,5,1.9,0.307793505625546,0.886792453,53,0.926470588,68,0.909090909,55,0.018617275,0.569464095,47,-0.222672039,0.542065673,63,-0.36007983,0.591422855,50,-0.118613097,0.514285726,47,-0.263264664,0.582137854,63,-0.05070372,0.611845133,50,NA
basket,6,7,1.9,0.307793505625546,0.963636364,55,0.984848485,66,1,57,-0.073183892,0.633847914,53,-0.714247632,0.495291812,65,-0.794580969,0.532494609,57,-0.432922865,0.643631528,53,-0.325153364,0.494656281,65,-0.394465159,0.515185551,57,NA
bastard,7,8,1.95,0.223606797749979,0.925925926,54,0.924242424,66,0.929824561,57,-0.137240862,0.551936079,48,0.041262249,0.550467687,61,-0.183213312,0.56128069,52,0.154251962,0.543006401,48,-0.255808653,0.485789888,61,0.332945175,0.582930297,52,NA
battery,6,6,1.85,0.36634754853252305,0.907407407,54,0.970149254,67,0.732142857,56,-0.320831867,0.678684132,48,-0.523281997,0.556506943,65,-0.394281724,0.786358025,41,-0.007946786,0.651346674,48,0.003984145,0.541188662,65,0.644033104,0.751947588,41,NA
battle,4,5,1.45,0.51041778553404,0.888888889,54,0.970149254,67,0.928571429,56,-0.521820905,0.566526088,47,-0.577198677,0.761150128,65,-0.94561765,0.835820657,52,-0.118162396,0.563039362,47,0.421920412,0.859204799,65,0.524840468,0.921139306,52,NA
bay,2,3,1,0,0.833333333,54,0.621212121,66,0.785714286,56,0.236948337,1.001015756,41,0.096711725,0.885690903,39,-0.219999457,0.994046095,42,1.193820952,0.938507791,41,0.953574931,0.947784415,39,1.386893377,0.877298646,42,NA
bazaar,5,4,1.95,0.223606797749979,0.981481481,54,1,66,0.982142857,56,-0.590501428,0.663568614,51,-0.572260379,0.612168385,63,-0.935586886,0.662847476,55,-0.264767653,0.669041358,51,-0.470058354,0.579773577,63,-0.641927898,0.683680166,55,NA
bazooka,6,4,2.95,0.223606797749978,0.603773585,53,0.808823529,68,0.648148148,54,0.202091293,0.592973212,31,-0.265026369,0.6925404,53,-0.068320642,0.682060129,33,-0.085229512,0.512289853,31,-0.005825772,0.69026148,53,0.154434757,0.673613247,33,NA
bead,3,4,1,0,0.716981132,53,0.808823529,68,0.8,55,0.19558669,0.761169207,35,-0.040436828,0.788136607,53,-0.033845252,0.659713907,41,0.920101311,0.83480592,35,0.569869235,1.108832837,53,0.545026667,0.677542011,41,NA
beaker,5,5,1.55,0.51041778553404,0.851851852,54,0.954545455,66,0.839285714,56,-0.039964624,0.811234156,45,-0.371198434,0.65282382,60,-0.448316381,0.683246081,46,0.296089011,0.772458334,45,0.324971164,0.664003383,60,0.715849388,0.691544559,46,NA
bearskin,7,4,2.8,0.410391340834061,0.490566038,53,0.880597015,67,0.759259259,54,0.351071393,0.684396508,25,0.252151091,0.771647143,56,-0.149639252,0.697451921,39,0.078924566,0.75908085,25,0.110929177,0.65286293,56,0.210174503,0.653114448,39,NA
beauty,5,6,1.85,0.36634754853252305,0.962962963,54,0.985074627,67,0.982142857,56,-0.734555287,0.449266227,52,-0.648024318,0.99562819,65,-1.154248541,0.576908994,55,-0.438906867,0.449871323,52,0.168034262,0.9802658,65,0.003647883,0.584022269,55,NA
become,5,6,1.8,0.410391340834061,0.962962963,54,0.954545455,66,0.946428571,56,-0.956958298,0.488768537,49,-0.585701319,0.512287654,61,-1.052468085,0.418145498,53,-0.227929936,0.503875055,49,-0.284555775,0.442347013,61,0.147958112,0.454722636,53,NA
bedroom,6,5,2.6,0.5982430416161191,1,54,0.938461538,65,0.98245614,57,-0.475206077,0.661642525,53,-0.474431578,0.828627075,60,-1.208569673,0.451401587,56,-0.422833528,0.650153433,53,-0.500298054,0.728899954,60,-0.399201912,0.410630873,56,NA
beer,3,4,1,0,0.981818182,55,0.939393939,66,0.929824561,57,-0.801582803,0.637592219,54,-0.624550276,0.699648342,61,-0.632146656,0.925614532,53,0.162558496,0.70229408,54,-0.091258566,0.627068359,61,0.767623764,0.906580099,53,NA
befriend,7,4,2.7,0.571240570577479,0.962264151,53,0.911764706,68,0.927272727,55,-0.350584875,0.52692801,51,-0.461083322,0.466845792,60,-0.48944772,0.416500349,51,-0.348064931,0.534596698,51,-0.659938167,0.440482515,60,-0.691856311,0.485610353,51,NA
beg,3,4,1.3,0.47016234598162704,0.963636364,55,1,66,0.947368421,57,-0.929661283,0.428438657,53,-0.611315003,0.791335077,66,-1.271303335,0.644449715,54,0.236879138,0.47000522,53,0.036985785,0.793575712,66,0.624879365,0.55094136,54,NA
beggar,5,6,1.8,0.410391340834061,0.981818182,55,0.954545455,66,0.894736842,57,-0.941282256,0.474076485,54,-0.917671016,0.460163289,63,-0.823267411,0.746326933,51,-0.109242863,0.469241321,54,-0.106199482,0.504923248,63,0.450946139,0.76926546,51,NA
begin,5,4,1.95,0.394034462826206,0.981481481,54,0.970149254,67,0.98245614,57,-0.649126449,0.598990354,51,-0.817819319,0.450082316,65,-0.906087422,0.711461132,56,-0.371295302,0.582530117,51,-0.277191906,0.439923718,65,0.149666582,0.691438575,56,NA
beginning,7,6,2.7,0.47016234598162704,1,55,0.984848485,66,1,57,-0.510666342,0.574180926,54,-0.574207825,0.475789617,65,-1.219654873,0.356933482,56,-0.256888931,0.702908312,54,-0.373070699,0.488573629,65,-0.406609571,0.316465631,56,NA
behave,5,6,2.35,0.587142948612399,0.981818182,55,1,66,0.98245614,57,-0.376388351,0.735753778,53,-0.401540047,0.551331958,65,-0.639062924,0.594532427,56,-0.580856837,0.726680839,53,-1.021356339,0.622357651,65,-0.728430871,0.535949018,56,NA
behavior,8,9,3.7,0.571240570577479,1,54,1,67,1,57,-0.400915279,0.590117784,54,-0.648340538,0.377125642,67,-0.661302064,0.519598354,57,-0.650053258,0.525181698,54,-0.712032309,0.40977417,67,-0.447874549,0.503214416,57,NA
behold,6,4,2.55,0.51041778553404,1,53,0.970588235,68,0.963636364,55,-0.614554912,0.628273761,50,-0.385843417,0.704366549,65,-0.710506971,0.481063968,51,-0.498996764,0.66783086,50,-0.83714662,0.690163723,65,-0.558686282,0.522757235,51,NA
beige,3,3,1.6,0.502624689950034,0.727272727,55,0.621212121,66,0.578947368,57,0.421585229,0.851954843,38,-0.268891019,0.769444793,40,0.162186709,0.605522142,33,0.50567707,0.736300046,38,0.365272559,0.705294465,40,0.253918103,0.555590045,33,NA
belief,5,5,1.9,0.307793505625546,0.981132075,53,0.970588235,68,1,55,-0.78625489,0.439309751,52,-0.711881221,0.732855347,66,-0.985586564,0.497249411,55,-0.747853622,0.453391578,52,-0.579037043,0.714977692,66,-0.499545071,0.466864356,55,NA
bellboy,5,4,2.6,0.502624689950034,0.79245283,53,0.794117647,68,0.87037037,54,-0.035361559,0.475289532,42,-0.1304744,0.622788257,54,-0.309809287,0.560430831,47,-0.146940838,0.447381228,42,-0.26186717,0.55733691,54,0.072249662,0.612374488,47,NA
bellow,4,5,1.2,0.410391340834061,0.777777778,54,0.848484848,66,0.660714286,56,-0.320214807,0.750512672,41,-0.121743211,0.8483743,56,-0.516794253,0.716430463,36,0.364556171,0.811628082,41,0.434756314,0.835984193,56,0.599554971,0.777290077,36,NA
benefactor,10,8,4.1,0.640723275517187,0.890909091,55,0.893939394,66,0.877192982,57,0.522956998,0.552544934,49,0.368836995,0.695498584,54,-0.080710043,0.58516596,47,-0.221368418,0.559305307,49,-0.17278942,0.533337496,54,-0.108724519,0.586457019,47,NA
beneficial,9,8,3.55,0.604805318829299,1,53,0.985294118,68,1,55,-0.298730851,0.454964119,53,-0.551972267,0.597693781,67,-0.537424321,0.568409413,55,-0.582127647,0.434629785,53,-0.367485903,0.52739387,67,-0.323973897,0.572293062,55,NA
benefit,7,7,2.9,0.307793505625546,0.945454545,55,0.984848485,66,1,57,-0.424106035,0.653386292,50,-0.327543283,0.496647242,64,-0.994382376,0.502765215,56,-0.791589723,0.625309351,50,-1.086495777,0.550637526,64,-0.442174495,0.473100911,56,NA
bet,3,3,1,0,0.79245283,53,0.955882353,68,0.854545455,55,-0.454028239,0.906729904,41,-0.490921637,0.769046692,64,-0.999318049,0.512737221,45,0.576766879,0.995657975,41,0.138590714,0.810370938,64,0.147844539,0.554307674,45,NA
beverage,7,5,2.7,0.47016234598162704,1,53,1,68,1,55,-0.636562283,0.460553448,51,-0.736468614,0.657263884,67,-1.005073817,0.544165233,53,-0.713513694,0.44720434,51,-0.772906334,0.550259074,67,-0.885581203,0.547448565,53,NA
bias,4,5,1.85,0.36634754853252305,1,53,1,68,0.963636364,55,-0.500134334,0.448464618,53,-0.61457358,0.717621151,67,-0.869328653,0.514825276,53,-0.463258535,0.451261819,53,-0.485266207,0.669780206,67,-0.534892932,0.475903349,53,NA
bible,5,3,1.8,0.410391340834061,1,54,0.924242424,66,0.857142857,56,-0.819755057,0.419241936,54,-0.470464364,0.605801909,59,-0.88654676,0.662551991,48,-0.45510953,0.391577821,54,0.077363396,0.661384347,59,0.35073137,0.719354621,48,NA
biblical,8,9,3.5,0.7608859102526819,0.924528302,53,0.926470588,68,0.907407407,54,-0.275762267,0.63590705,48,-0.165811341,0.419138029,63,-0.953301699,0.490849133,49,-0.380591419,0.600920765,48,-0.348618726,0.391342319,63,-0.005040829,0.48742396,49,NA
bicker,5,4,1.45,0.51041778553404,0.905660377,53,1,68,0.890909091,55,-0.543062617,0.694249692,48,-0.586676233,0.588876737,65,-1.060754595,0.740003824,48,-0.037234162,0.703469371,48,0.143224518,0.528889361,65,0.613804374,0.743507245,48,NA
bicycle,7,6,2.75,0.444261658319319,0.981818182,55,0.984848485,66,0.98245614,57,-0.32124777,0.68861452,52,-0.602494106,0.490854834,65,-0.759394171,0.669682646,54,-0.407236676,0.668835313,52,-0.446758572,0.465739412,65,0.074845818,0.665775967,54,NA
bid,3,4,1,0,0.833333333,54,0.893939394,66,0.928571429,56,-0.467523434,0.848142847,44,-0.16528207,0.785317047,58,-0.982674301,0.595575532,49,0.828605087,0.827613623,44,0.044569158,0.812309506,58,0.791938257,0.712853304,49,NA
bigot,5,5,1.95,0.223606797749979,0.545454545,55,0.727272727,66,0.719298246,57,-0.184413505,0.845737663,30,-0.552815368,0.863803943,46,-0.763225368,0.575294682,41,0.157942402,0.827105979,30,-0.011366561,0.766216007,46,0.234532263,0.518989721,41,NA
binary,6,4,1.9,0.307793505625546,1,55,1,66,0.964285714,56,-0.629575386,0.599276003,55,-0.71716051,0.369415861,66,-1.003178283,0.450428599,53,-0.174841724,0.601882726,55,-0.507178559,0.370368141,66,-0.289369227,0.387603667,53,NA
bind,4,5,1.45,0.51041778553404,0.888888889,54,0.909090909,66,0.821428571,56,-0.319731265,0.632085734,47,-0.28776878,0.67301817,58,-0.461535354,0.796440081,45,0.260573946,0.653483592,47,-0.014298787,0.743698199,58,0.266090473,0.650945507,45,NA
binge,4,4,1.75,0.444261658319319,0.927272727,55,0.909090909,66,0.877192982,57,-0.459257062,0.44190137,51,-0.473903247,0.849081792,59,-0.485801008,0.741840095,50,0.019681698,0.450642753,51,-0.156028684,0.8011469,59,-0.091064209,0.750291584,50,NA
biochemistry,11,8,5.2,0.951453182187509,0.981481481,54,1,65,0.98245614,57,0.58633509,0.704910513,52,0.469142206,0.647328483,64,0.177004241,0.549041767,56,-0.851327651,0.393230456,52,-0.861937739,0.543288148,64,-0.535779251,0.457580995,56,NA
biography,8,8,3.3,0.7326950970650461,0.962962963,54,1,65,1,57,-0.031023186,0.651361362,51,-0.254886172,0.509012216,65,-0.471701376,0.60165882,57,-0.740932029,0.387663993,51,-0.752153199,0.567554797,65,-0.611154261,0.632268863,57,NA
biological,10,7,3.05,0.604805318829299,0.981132075,53,1,67,0.981481481,54,0.145611781,0.53931526,52,-0.360521414,0.487489747,67,-0.213275084,0.552038723,51,-0.753915747,0.472366232,52,-0.71114237,0.420979166,67,-0.70512544,0.488689603,51,NA
biologist,9,7,3.2,0.7677718959499139,1,53,1,68,1,54,-0.109717077,0.556464911,50,-0.302705609,0.706185166,67,-0.357002822,0.799505511,54,-1.111420512,0.570225552,50,-1.388609444,0.608253883,67,-1.387323119,0.804069106,54,NA
biology,7,7,2.6,0.502624689950034,1,53,1,67,0.981481481,54,-0.517537328,0.487019754,53,-0.73059044,0.430348043,67,-0.838032522,0.522527698,52,-0.851716666,0.472318576,53,-0.804039196,0.452205474,67,-0.453985015,0.539629524,52,NA
birch,4,4,1.35,0.489360484929592,0.509090909,55,0.439393939,66,0.385964912,57,0.006440391,0.961162128,26,0.011785035,0.960456325,28,0.207108698,1.002100648,20,0.69899407,0.957503907,26,0.514551353,0.954357796,28,0.120290037,0.808972836,20,NA
birdie,5,5,1.65,0.48936048492959294,0.574074074,54,0.666666667,66,0.50877193,57,-0.004847003,1.053986647,27,-0.126916975,0.661998495,42,0.241277655,0.921026092,27,0.506197397,1.031921997,27,0.46765836,0.585913694,42,0.981724619,0.971491809,27,NA
bisexual,9,7,3.75,0.786397515657049,0.962962963,54,1,66,0.964912281,57,0.101003026,0.647921274,51,-0.126506559,0.534085242,66,0.020865446,0.611780563,55,-0.611173466,0.580119027,51,-0.542510588,0.377796482,66,-0.299403391,0.496544021,55,NA
bit,3,4,1,0,0.8,55,0.909090909,66,0.947368421,57,-0.649431738,0.659528884,44,-0.780704579,0.866956476,60,-0.94541051,0.691270979,54,0.565837386,0.831282887,44,0.361317633,0.785192634,60,0.358055747,0.690541127,54,NA
bitch,3,3,1.05,0.223606797749978,0.849056604,53,0.926470588,68,0.962962963,54,-0.134163478,0.795405792,44,-0.430036195,0.719165689,60,-0.69932033,0.512905493,51,0.372549936,0.775644352,44,0.065071982,0.622375222,60,0.324350791,0.625964821,51,NA
bitter,5,6,1.4,0.502624689950034,0.944444444,54,0.96969697,66,1,57,-0.790956216,0.84778249,51,-1.1204902,0.710178666,63,-1.313804403,0.71766394,56,-0.019674953,0.840212601,51,0.180284194,0.651412785,63,0.385883975,0.661019638,56,NA
bittersweet,9,7,3.9,0.307793505625546,0.963636364,55,0.96969697,66,1,56,0.012211082,0.621853399,53,-0.431905087,0.562296288,62,-0.371138243,0.486143427,56,-0.309488462,0.587278731,53,-0.820803586,0.544359643,62,-0.73977801,0.511709491,56,NA
blab,4,5,1.8,0.410391340834061,0.603773585,53,0.529411765,68,0.527272727,55,0.339844697,0.558269158,32,0.01868836,0.849819443,35,-0.326660949,0.803743413,27,0.613334829,0.544609216,32,0.772603293,0.854049582,35,0.591067931,0.765112545,27,NA
blackbird,8,6,2.65,0.5871429486124,0.872727273,55,0.878787879,66,0.929824561,57,0.628779054,0.632650086,43,0.138189932,0.712405221,55,-0.237642825,0.678937637,51,0.277452749,0.674328417,43,-0.332371085,0.660616291,55,-0.291772318,0.599410917,51,NA
blacken,6,7,1.85,0.36634754853252305,0.890909091,55,0.863636364,66,0.894736842,57,-0.122562433,0.684593364,48,-0.517527559,0.603295399,56,-0.634760139,0.631162049,51,0.17597869,0.689812023,48,0.419888539,0.639391861,56,0.460280215,0.644390138,51,NA
blacklist,8,5,3.55,0.51041778553404,0.944444444,54,1,67,0.928571429,56,-0.039197402,0.577619145,50,-0.107287999,0.519370078,64,-0.362925532,0.538421097,52,-0.31913049,0.512565788,50,-0.791987522,0.491977451,64,-0.436805796,0.503387678,52,NA
blame,4,5,1.7,0.47016234598162704,0.907407407,54,0.985074627,67,0.892857143,56,-0.43119021,0.676858981,49,-0.732129065,0.608355993,66,-0.494995212,0.682315476,49,-0.032912574,0.717851842,49,-0.31569443,0.537557778,66,0.044636635,0.647622067,49,NA
bland,5,6,1.6,0.502624689950034,0.981132075,53,0.805970149,67,0.925925926,54,-0.318179858,0.533557024,50,-0.166511272,0.561233142,53,-0.339593186,0.699501977,50,0.123881033,0.646612151,50,-0.235417512,0.561241665,53,-0.174078361,0.700460688,50,NA
blank,5,6,1.65,0.48936048492959294,0.944444444,54,0.969230769,65,0.947368421,57,-0.611200917,0.550211396,51,-0.693026797,0.737313563,63,-0.946969602,0.514700953,53,0.192064087,0.671437981,51,0.027966078,0.715544783,63,0.028501466,0.511201686,53,NA
blanket,7,6,2.75,0.444261658319319,0.981818182,55,0.939393939,66,0.947368421,57,-0.733251531,0.419742341,53,-0.731028578,0.549557094,62,-1.075271396,0.548934965,54,-0.642826682,0.423333357,53,-0.716260107,0.474324246,62,-0.290837639,0.520759018,54,NA
blatant,6,6,2.75,0.55011960422018,0.962264151,53,0.985294118,68,0.925925926,54,-0.40492963,0.618892044,51,-0.340631217,0.638224589,66,-0.711006381,0.636197298,50,-0.454796566,0.566036801,51,-0.765832569,0.676551863,66,-0.470709847,0.721466482,50,NA
blazer,6,6,1.95,0.223606797749979,0.962962963,54,1,67,0.98245614,57,-0.409003616,0.637881569,52,-0.227210618,0.558311706,67,-0.887579461,0.580998768,56,-0.172065899,0.634067321,52,-0.268365111,0.569052739,67,0.012123468,0.591871784,56,NA
bleach,4,5,1.55,0.51041778553404,0.925925926,54,0.895522388,67,0.964912281,57,-0.205801596,0.697175356,50,-0.644429111,0.57720479,60,-0.738264273,0.457902016,54,0.194215889,0.73833179,50,-0.162704487,0.502969051,60,-0.415979434,0.440251302,54,NA
bleak,4,5,1.45,0.51041778553404,0.907407407,54,0.940298507,67,0.877192982,57,-0.261916953,0.647570431,48,-0.916070528,0.548275041,63,-0.827677521,0.405072877,50,0.357410164,0.699423958,48,0.024201976,0.546307252,63,0.344158732,0.609821106,50,NA
bleed,4,5,1.45,0.51041778553404,0.962264151,53,0.941176471,68,0.927272727,55,-0.273500623,0.750468361,50,-0.595857522,0.733895371,62,-0.698085331,0.559739179,49,0.495878178,0.767277034,50,-0.257951282,0.759341828,62,0.014324335,0.540226395,49,NA
blender,7,6,1.85,0.36634754853252305,0.962962963,54,0.984615385,65,0.912280702,57,-0.587849518,0.597089824,51,-0.941731764,0.662816713,63,-0.756838768,0.571426347,51,-0.031020154,0.600305151,51,-0.050180626,0.644389768,63,0.1930769,0.581188103,51,NA
bless,4,5,1.75,0.444261658319319,0.962962963,54,0.96969697,66,1,56,-0.846831817,0.56553913,50,-0.615515177,0.604224599,64,-0.939447009,0.604413048,55,-0.103577946,0.464120107,50,-0.290211657,0.594539201,64,-0.488734235,0.682302284,55,NA
blessed,5,5,1.7,0.47016234598162704,0.905660377,53,0.895522388,67,0.925925926,54,-0.233851419,0.890131196,47,-0.713832018,0.784031454,57,-0.847588471,0.540838411,49,0.165405754,0.81173872,47,-0.301674431,0.751581912,57,-0.306869968,0.571050643,49,NA
blindfold,9,6,4,0.561951486949016,1,53,0.970588235,68,1,55,-0.103991222,0.59705929,52,-0.574896849,0.495402533,66,-0.376957716,0.52778416399999994,55,-0.574512438,0.593925913,52,-1.069949225,0.523192473,66,-1.060772291,0.513140062,55,NA
bliss,4,5,1.85,0.36634754853252305,0.945454545,55,0.909090909,66,0.947368421,57,-0.834841621,0.567747021,51,-0.526770268,0.532892763,60,-0.991547096,0.593082419,54,-0.251056355,0.578656456,51,-0.059025355,0.542245214,60,-0.189272156,0.669199405,54,NA
blister,7,8,2,0.45883146774112304,1,55,0.96969697,66,0.929824561,57,-0.612471553,0.470619178,55,-0.865154219,0.575996285,64,-0.980410451,0.392366371,53,-0.16422586,0.506402295,55,-0.11207355,0.566392098,64,0.057181926,0.372578584,53,NA
blitz,5,4,1.95,0.223606797749979,0.6,55,0.621212121,66,0.561403509,57,-0.170418083,0.737080616,32,-0.400098117,0.711933026,40,-0.038703193,0.697623357,30,0.201335615,0.827498228,32,0.022755863,0.579676377,40,-0.293773108,0.672456866,30,NA
blizzard,7,4,2.55,0.604805318829299,0.943396226,53,0.970588235,68,0.963636364,55,-0.443475993,0.752145877,50,-0.797384217,0.756760582,65,-1.069090569,0.707904921,50,0.266685523,0.736884553,50,-0.343126801,0.837366954,65,-0.048222236,0.640341489,50,NA
blockade,6,5,2.4,0.502624689950034,0.603773585,53,0.705882353,68,0.8,55,-0.052360302,0.569654593,31,0.22978456,0.781406017,44,-0.096591179,0.872607156,42,-0.140840762,0.56124772,31,-0.530973025,0.785536246,44,0.226997719,0.809147603,42,NA
blockbuster,10,5,4.15,0.587142948612399,0.981481481,54,1,65,0.982142857,56,0.264594255,0.548442589,53,0.075461768,0.569946081,63,-0.178540248,0.525919584,54,-0.618369273,0.467366414,53,-0.56525318,0.530689279,63,-0.294580912,0.494330665,54,NA
blockhead,7,6,2.75,0.55011960422018,0.925925926,54,0.893939394,66,0.964912281,57,0.144659384,0.656995847,47,0.203720253,0.629166141,53,-0.385841911,0.675080399,55,0.299612577,0.665847246,47,-0.195125969,0.610544382,53,0.257203298,0.685128901,55,NA
blond,5,4,1.75,0.444261658319319,0.849056604,53,0.985294118,68,0.87037037,54,-0.456413663,0.534446031,44,-0.510482636,0.84172946,66,-0.824478473,0.697919742,47,0.235018933,0.658334469,44,0.002194363,0.826331414,66,-0.105305845,0.728524952,47,NA
blood,4,5,1.45,0.51041778553404,0.886792453,53,0.985074627,67,1,54,-1.021364101,0.618289728,47,-0.933057821,0.557366612,66,-1.268836198,0.653422404,54,0.082583727,0.625367012,47,-0.224884761,0.592586161,66,0.232673931,0.658000085,54,NA
bloodshed,7,6,2.95,0.394034462826206,0.943396226,53,0.985294118,68,1,55,-0.188773544,0.725473704,50,-0.152305006,0.719444017,66,-0.606901585,0.684306784,55,-0.450922192,0.700876533,50,-0.488819846,0.686377012,66,-0.096204451,0.71499953,55,NA
bloomers,7,7,2.8,0.523148363780596,0.611111111,54,0.753846154,65,0.631578947,57,0.269216601,0.745785337,32,-0.092272082,0.799383061,46,0.061390105,0.928671471,35,-0.297091447,0.868900185,32,-0.715963925,0.860097444,46,-0.181577087,0.916732159,35,NA
blot,4,4,1.35,0.489360484929592,0.836363636,55,0.681818182,66,0.771929825,57,-0.165347474,0.82459181,41,0.077907806,0.938010745,41,-0.418720681,0.808837046,44,0.440992002,0.682852292,41,0.784584856,1.016928765,41,0.878712357,0.788345987,44,NA
blouse,4,3,1.85,0.36634754853252305,0.851851852,54,0.970149254,67,0.719298246,57,-0.417913659,0.656770552,45,-0.754021841,0.517928938,64,0.155811459,0.689276166,39,-0.067247144,0.670813567,45,-0.160370469,0.541339133,64,0.039710427,0.726735761,39,NA
blowtorch,7,5,3.75,0.444261658319319,0.574074074,54,0.692307692,65,0.625,56,0.631128259,0.681768213,31,0.384968675,0.803074541,44,0.275458674,0.580583554,33,-0.081641878,0.720620034,31,-0.436532144,0.688612318,44,-0.734361999,0.554263803,33,NA
blueberry,7,6,2.85,0.489360484929592,0.981481481,54,1,66,0.421052632,57,-0.381126752,0.498569875,53,-0.653477386,0.452759236,66,0.012322574,0.723747385,23,-0.60632877,0.541214361,53,-0.453065685,0.429548465,66,0.467639686,0.709234787,23,NA
blues,4,4,1.6,0.502624689950034,0.518518519,54,0.268656716,67,0.339285714,56,0.272437268,0.873226836,26,0.208830335,0.977632168,17,0.755982558,0.599217522,14,0.41405636,0.843268736,26,0.261622478,1.007046198,17,0.439004543,0.748038017,14,NA
bluff,4,4,1.75,0.444261658319319,0.981818182,55,0.939393939,66,0.946428571,56,-0.922943521,0.517837413,53,-0.945058649,0.534138636,61,-1.020386594,0.644435675,52,-0.218508677,0.486512031,53,0.090378459,0.54130535,61,0.096075764,0.663745363,52,NA
