Occurrences,Word,LgSUBTLWF,OLD,PLD,I_Mean_RT,I_Zscore,I_Mean_Accuracy
1,recluse,1.544,2.6,2.55,796.107,0.065,0.8
1,recognize,3.243,3.2,3.25,634.394,-0.479,1
1,recoil,1.362,2.45,2.55,722.529,-0.15,1
1,recollect,1.74,3.45,3.65,712.156,-0.334,0.97
1,recollection,1.909,3.5,3.2,913.355,0.434,1
1,recommend,2.854,2.95,3.4,754.242,-0.004,1
1,recommendation,2.413,4.3,4.25,745.906,-0.089,1
1,reconcile,1.771,3.3,3.35,838.433,0.137,0.91
1,reconciliation,1.724,4.55,5.35,872.129,0.414,0.94
1,reconstruct,1.771,3.6,4.45,709.25,-0.131,0.97
1,reconstruction,1.919,3.6,4.35,919.312,0.359,0.97
1,recorder,2.403,2.55,2.4,782.794,-0.182,1
1,recording,2.874,2.4,2.25,790.375,-0.148,1
1,recount,1.58,2.3,2.6,662.281,-0.367,0.94
1,recourse,1.591,2.7,2.75,829.267,-0.026,0.88
1,recover,2.613,2.15,2.4,724.471,-0.266,0.97
1,recovery,2.667,2.65,2.6,699.515,-0.421,1
1,recreate,1.732,2.45,3.1,722.394,-0.036,1
1,recreation,1.982,2.65,3.2,751.588,-0.201,1
1,recreational,1.732,3.8,4.7,858.767,0.23,0.88
1,recruit,2.276,2.75,2.65,742.679,-0.344,0.88
1,recruiter,1.556,3.05,3,774.226,-0.011,0.97
1,rectal,1.672,1.9,2.25,807.031,-0.016,0.97
1,rectangular,1.362,4.7,5.1,761.091,-0.111,1
1,rectify,1.633,2.75,2.85,758.074,0.076,0.84
1,rectum,1.415,2.7,2.15,738.967,-0.222,0.91
1,recycle,1.653,2.85,3.85,696.303,-0.471,0.97
1,recycled,1.643,,,,,
1,recycling,1.909,,,,,
1,redecorate,1.724,3.2,4.15,"1,110.667",0.798,0.77
1,redeem,1.924,2.8,1.95,657.419,-0.224,0.91
1,redemption,2.053,3.05,3.25,759.088,-0.133,1
1,redheaded,1.663,2.9,3.85,804.657,-0.129,1
1,redirect,1.69,2.9,3.65,838.152,0.055,0.97
1,redneck,1.959,2.95,3.1,722.147,-0.289,1
1,redo,1.914,1.8,2.75,799.261,0.055,0.72
1,reduce,2.342,1.75,2.05,646.533,-0.512,0.91
1,reduction,1.949,2.2,2.3,723.719,-0.306,0.97
1,redundancy,1.518,4.15,3.95,846.567,0.097,0.97
1,redwood,1.58,2.8,2.85,794.188,0.103,0.97
1,reefer,1.699,1.95,1.75,982.25,0.506,0.5
1,reek,1.672,1.5,1,715.963,-0.22,0.79
1,reelection,1.505,2.65,3.75,798.75,0.403,0.59
1,reestablish,1.362,4.65,4.95,937.731,0.513,0.79
1,refer,2.574,1.8,1.9,707.233,-0.434,0.94
1,reference,2.636,2.4,2.35,650.147,-0.405,1
1,referral,1.462,2.8,2.9,749.406,-0.076,1
1,refill,2.155,2.4,1.95,593.735,-0.576,0.97
1,refine,1.362,1.8,1.85,770.897,-0.128,0.88
1,refinement,1.447,3.35,3.25,893.3,0.441,0.94
1,refinery,1.699,2.75,3.6,778.821,0.121,0.88
1,reflect,2.33,2.1,2.3,620.206,-0.59,1
1,reflection,2.41,2.25,2.6,709.788,-0.333,0.97
1,reflective,1.505,2.5,2.5,727.853,-0.232,1
1,reflex,2.068,2.4,2.7,669.824,-0.425,0.97
1,reform,2.267,2.05,2.4,665.367,-0.463,0.91
1,refrain,2.021,2.6,2.5,640.6,-0.426,1
1,refresh,2.107,2.65,2.5,696.767,-0.402,0.97
1,refreshment,1.716,3.6,3.6,828.818,-0.025,0.97
1,refuel,1.643,2,3.8,848.889,0.273,0.84
1,refuge,2.1,1.85,3.1,724.606,-0.306,0.97
1,refund,2.152,1.95,2.75,674.576,-0.397,1
1,refusal,1.826,2.75,3.2,735.097,-0.244,0.94
1,refuse,3.03,1.7,1.95,627.515,-0.486,0.97
1,refute,1.544,1.8,2.3,680.423,-0.234,0.76
1,regain,2.13,1.85,1.8,703.75,-0.322,0.94
1,regal,1.771,1.85,1.8,727.071,-0.161,0.82
1,regard,2.575,1.85,2.7,677.484,-0.31,0.94
1,regenerate,1.342,2.8,3.75,860.938,0.244,0.97
1,regeneration,1.544,2.95,4,929.394,0.295,1
1,reggae,1.699,2.85,2,820.034,0.01,0.91
1,regime,2.075,1.9,2.7,742.667,-0.312,0.88
1,regimen,1.613,2.6,3.5,929.64,0.252,0.78
1,regiment,2.394,2.3,2.85,685.788,-0.189,0.97
1,region,2.41,1.9,1.9,598.484,-0.522,0.97
1,regional,2.204,2.65,2.85,653.516,-0.507,0.97
1,register,2.75,2.65,3.25,606.147,-0.55,1
1,registrar,1.447,3.45,4.75,891.69,0.339,0.94
1,registration,2.524,3.6,4.5,715.71,-0.148,0.91
1,registry,1.819,2.95,3.55,705.879,-0.252,0.97
1,regression,1.532,2.6,2.6,777.882,-0.21,1
1,regret,3.141,2.25,2.7,655.853,-0.29,1
1,regretful,1.204,,,,,
1,regrettable,1.681,3.75,3.65,844.241,0.196,0.88
1,regroup,1.863,2.8,3.25,768.69,-0.162,0.91
1,regular,3.237,2.5,2.5,590.152,-0.653,0.97
1,regulate,1.602,2.6,2.9,664.969,-0.422,1
1,regulation,2.104,2.5,2.75,703.576,-0.264,0.97
1,regulator,1.623,2.8,3.35,714.118,-0.312,1
1,rehash,1.342,2.65,2.8,878.857,0.414,0.64
1,rehearsal,2.804,3.3,2.8,654.853,-0.362,1
1,rehearse,2.364,2.65,2.3,751.71,-0.127,0.94
1,reign,2.204,1.8,1,688.121,-0.46,0.97
1,reigning,1.602,2.3,1.2,801.4,0.189,0.81
1,reimburse,1.505,3.55,4.1,892.793,0.44,0.91
1,reinforce,1.69,3.3,3.6,756.31,-0.178,0.91
1,reinforcement,1.653,4.3,4.4,778.818,0.075,1
1,reinstate,1.699,3.05,3.55,836.781,0.327,0.97
1,reiterate,1.532,2.7,3.65,991.852,0.466,0.82
1,reject,2.337,1.85,2.35,625.897,-0.621,0.94
1,rejected,2.529,1.95,2.4,705.29,-0.518,0.97
1,rejection,2.228,1.95,2.5,619.161,-0.447,0.94
1,rejoice,1.94,2.75,2.6,677.667,-0.42,0.97
1,rejoin,1.813,2.35,2.55,711.938,-0.366,0.97
1,rekindle,1.447,2.95,3.75,815.739,0.142,0.68
1,relapse,1.681,2.65,2.5,771.633,-0.155,0.88
1,relate,2.386,1.8,1.9,715.758,-0.369,0.97
1,relation,2.324,1.9,2.35,786.969,0.01,0.94
1,relationship,3.538,4.5,5.15,743.062,-0.327,0.97
1,relative,2.6,2.35,2.75,663.848,-0.56,1
1,relativity,1.602,3.1,4.25,747.333,-0.015,1
1,relax,3.693,1.95,2,617.033,-0.667,0.97
1,relaxation,1.909,2.8,4.05,703.176,-0.343,1
1,relaxed,2.553,1.95,2.65,567.939,-0.733,0.97
1,relaxing,2.267,2.4,2.75,603.871,-0.661,0.97
1,relay,2.185,1.75,1.75,638.735,-0.482,1
1,release,3.268,2.4,1.85,668.971,-0.609,1
1,relentless,1.903,3.7,3.5,702.531,-0.143,0.97
1,relevance,1.919,2.7,3,761,-0.067,0.97
1,relevant,2.458,2.7,2.9,747.688,-0.258,0.97
1,reliable,2.48,2.6,2.8,754.909,-0.324,1
1,relief,2.872,2.05,1.9,600.656,-0.662,0.97
1,relieve,2.455,2.05,1.8,716.032,-0.263,0.94
1,religion,2.85,2.7,2.55,663.758,-0.507,0.97
1,religious,2.85,2.75,2.5,717.032,-0.273,0.97
1,relinquish,1.672,4.35,4.2,866.172,-0.004,0.88
1,relish,1.987,2,1.85,695.656,-0.319,0.94
1,relive,1.94,1.8,2.65,787.455,-0.093,0.92
1,relocate,1.819,2.6,3.5,740.939,-0.167,0.97
1,relocation,1.602,2.5,3.45,730.645,-0.143,0.97
1,reluctant,2.111,3.15,3.4,734.324,-0.303,0.94
1,rely,2.565,1.9,1.85,684.4,-0.392,0.91
1,remain,3.229,1.85,1.8,624.188,-0.517,0.97
1,remainder,1.892,2.55,2.75,762.452,-0.006,0.94
1,remaining,2.538,2.2,2.4,654.545,-0.46,1
1,remake,1.724,1.9,2.1,682.03,-0.409,1
1,remark,2.352,2.1,2.5,582.844,-0.641,1
1,remarkable,2.808,3.3,3.7,741.588,-0.226,1
1,remarry,1.653,2.85,3.1,947.379,0.374,0.85
1,remedial,1.322,2.9,3.1,752.483,-0.091,0.94
1,remedy,2.075,2.4,2.2,732.812,-0.262,1
1,remembrance,1.58,3.85,4.1,822.323,0.095,0.94
1,remind,3.275,1.85,1.8,693.387,-0.456,0.94
1,reminder,2.286,2.25,2.5,698.97,-0.341,0.97
1,reminisce,1.58,3.2,3.1,879.381,0.353,0.78
1,reminiscent,1.362,3.55,3.4,726.419,0.029,0.91
1,remission,1.663,2.5,2.15,769.969,0.001,0.94
1,remodel,1.602,2.45,3.4,716.548,-0.081,0.94
1,remorse,2.19,2.6,2.3,645.194,-0.314,0.94
1,remote,2.854,1.8,1.9,695.121,-0.384,1
1,removal,2.025,2.65,2.7,637.125,-0.415,0.97
1,remove,3.035,1.8,1.95,628.031,-0.662,0.97
1,remover,1.532,2.1,2.55,699.633,-0.339,0.88
1,render,2.017,1.6,1.45,683.031,-0.331,0.94
1,rendezvous,2.495,4.45,3.65,839.4,0.167,0.91
1,rendition,1.362,2.7,2.85,900.455,0.363,0.69
1,renegade,1.839,2.9,3.15,737.286,-0.103,0.85
1,renew,2.049,1.95,1.85,645.552,-0.533,0.85
1,renewal,1.699,2.5,2.55,667.441,-0.452,0.97
1,renounce,1.94,2.65,2.45,747.562,-0.258,0.94
1,renovation,1.643,2.8,2.6,827.656,0.226,0.97
1,renown,1.322,2.55,2.4,820.032,0.048,0.91
1,rent,3.246,1.2,1,607.906,-0.705,0.97
1,rental,2.393,1.75,1.75,636.879,-0.563,0.97
1,reopen,1.914,2.3,3.1,786.9,-0.043,0.88
1,reorganize,1.342,3.45,4.3,974.484,0.493,0.94
1,rep,2.422,1.5,1.25,816,-0.03,0.61
1,repaint,1.38,2.2,2.9,754.467,-0.102,0.91
1,repair,2.654,2.15,1.8,699.125,-0.377,0.94
1,repay,2.425,1.8,1.85,695.091,-0.32,0.94
1,repeat,3.227,1.8,1.75,593.303,-0.618,1
1,repel,1.544,1.75,1.8,671.727,-0.337,0.97
1,repellent,1.613,2.95,2.8,715.667,-0.23,0.97
1,repent,2.093,1.75,1.9,710.484,-0.294,0.91
1,repentant,1.114,2.85,2.35,"1,000.235",0.584,0.57
1,repertoire,1.38,3.8,4.5,866.591,0.305,0.73
1,repetition,1.556,2.7,2.6,766.9,-0.258,0.94
1,repetitive,1.477,3.5,3.65,775.441,0.014,1
1,replace,2.834,2.35,1.95,681.647,-0.37,1
1,replacement,2.502,3.55,3.3,671.97,-0.467,1
1,replay,1.792,2,1.95,645.171,-0.523,1
1,replenish,1.431,3.8,3.35,728.032,-0.175,0.91
1,replica,1.756,2.7,3.25,803.697,-0.01,0.97
1,replicate,1.58,2.6,2.7,720.031,-0.203,0.97
1,reply,2.391,1.85,1.9,653.719,-0.566,0.97
1,report,3.741,1.75,1.8,663.971,-0.525,0.97
1,repose,1.477,1.9,1.9,771.56,0.005,0.74
1,reposition,1.447,,,,,
1,repossess,1.322,3.25,3.5,846.821,0.565,0.85
1,represent,2.889,2.75,4.1,758.067,-0.197,0.94
1,representative,2.433,4.35,5.15,845.267,0.241,1
1,repression,1.633,2.4,2.4,833.424,0.09,1
1,reprimand,1.447,3.6,3.95,879.074,0.456,0.79
1,reproach,1.38,2.95,2.9,766.067,-0.18,0.86
1,reproduce,1.903,2.95,3.55,725.645,-0.197,0.94
1,reproduction,1.881,3.45,4.3,869.886,0.085,1
1,reproductive,1.74,3.55,4.7,851.909,0.202,1
1,reptile,1.863,2.5,2.6,653.452,-0.374,0.94
1,republic,2.458,3.3,3.4,642.774,-0.528,0.94
1,Republican,2.316,3.8,4.2,739.424,-0.273,1
1,repugnant,1.602,3.5,3.5,828.036,0.093,0.82
1,repulsive,2.017,2.95,2.8,707.364,-0.2,0.97
1,reputable,1.643,2.75,3.5,712.121,-0.19,0.97
1,reputed,1.518,1.9,2.7,721.893,-0.154,0.82
1,request,3.116,2.5,2.35,645.667,-0.52,0.94
1,require,2.735,2.35,2.3,661.364,-0.472,0.94
1,requirement,1.869,3.55,3.6,783.743,-0.048,1
1,requisition,1.763,3.45,3.3,905.462,0.414,0.87
1,reread,1.38,2,2.6,836.821,0.357,0.85
1,rerun,1.681,2.2,2.9,747.125,0.071,0.73
1,rescind,1.447,2.4,2.25,"1,042.062",0.735,0.48
1,rescue,3.113,2.3,2.65,584.133,-0.544,0.91
1,research,3.228,3.05,2.8,652.697,-0.489,1
1,researcher,1.591,3.45,3.4,733.788,-0.254,0.97
1,resemble,1.944,2.6,2.7,840.393,-0.01,0.88
1,resent,2.468,1.65,2.15,711.677,-0.217,0.94
1,resentful,1.477,3.5,3.65,782.875,-0.06,0.94
1,resentment,1.887,3.45,3.8,789.871,0.171,0.97
1,reservation,2.722,2.7,2.6,745.091,-0.159,1
1,reservoir,1.982,3.55,4.65,845.733,0.142,0.86
1,reset,2.217,1.75,2.6,743.312,-0.303,0.94
1,reside,1.756,1.75,1.75,690.185,-0.229,0.84
1,residence,2.625,2.5,2.45,718.219,-0.261,1
1,residency,2,2.75,3.1,728.531,-0.151,0.97
1,residential,1.964,3.25,3.65,735.971,-0.143,1
1,residue,2.149,2.45,2.75,741.188,-0.219,0.89
1,resign,2.412,1.8,1.75,708.727,-0.145,0.97
1,resignation,2.283,2.85,3.45,863.194,0.148,0.97
1,resilient,1.462,2.85,3.35,796.929,-0.052,0.85
1,resist,2.818,1.9,1.9,693.323,-0.46,0.97
1,resistance,2.635,2.75,3,808.062,0.041,0.94
1,resistant,1.672,2.7,3.2,720.097,-0.307,0.94
1,resolute,1.505,2.65,2.75,793.469,-0.087,0.97
1,resolution,2.179,2.45,2.65,702.844,-0.342,0.97
1,resolve,2.394,2.05,2.2,612.912,-0.609,1
1,resonance,1.532,2.75,2.6,787.483,0.004,0.88
1,resort,2.548,1.85,2.3,632.353,-0.529,1
1,resource,1.924,2.75,2.65,735.5,-0.348,0.97
1,respect,3.562,2.25,2.3,595.781,-0.571,0.97
1,respectable,2.461,3.45,3.3,754.129,-0.291,0.91
1,respiration,1.806,2.6,2.7,742.094,-0.029,1
1,respirator,1.58,3.5,3.75,869.061,0.17,1
1,respiratory,2.155,3.5,4.55,744.812,-0.05,0.97
1,respite,1.398,2.35,2.35,731.391,0.185,0.7
1,respond,2.857,2.7,2.7,687.912,-0.448,0.97
1,response,2.915,2.55,2.7,628.03,-0.543,1
1,responsive,1.613,3.25,2.95,768.484,-0.13,0.94
1,rest,4.036,1.25,1,574.485,-0.671,1
1,restaurant,3.376,3.75,3.75,608.606,-0.542,1
1,restful,1.591,2.85,2.6,637.125,-0.479,0.94
1,restitution,1.462,2.95,3.15,825.963,0.349,0.87
1,restless,2.394,2.65,2.6,600.484,-0.651,0.97
1,restock,1.38,2.9,3.35,879.471,0.284,0.55
1,restoration,1.69,2.85,2.7,741.333,-0.198,1
1,restore,2.405,2.2,2.55,649,-0.462,0.97
1,restrain,1.898,2.4,2.35,715.581,-0.266,0.97
1,restraining,2.236,2.8,2.6,860.818,0.203,1
1,restraint,2.121,2.6,2.5,773.857,-0.258,0.88
1,restrict,1.462,2.55,2.35,746.441,-0.179,1
1,restricted,2.322,2.8,2.75,710.091,-0.195,1
1,result,3.004,2.1,2.3,598.057,-0.666,1
1,resume,2.464,1.9,2.2,588.364,-0.658,1
1,resurrect,1.568,3.25,4.2,882.217,0.298,0.77
1,resuscitate,1.653,4.3,4,929.214,0.781,0.45
1,resuscitation,1.38,4,4.35,981,0.795,0.65
1,retail,2.075,1.9,1.85,610.75,-0.642,0.97
1,retain,2.086,1.75,1.75,628.758,-0.444,0.97
1,retake,1.58,1.95,2,730.533,-0.302,0.88
1,retaliate,1.813,3,3.75,859.548,0.645,0.94
1,retarded,2.504,2.25,2.45,725.091,-0.346,1
1,rethink,1.959,2.75,2.65,851.4,0.255,0.81
1,retina,1.58,1.9,2.4,717.645,-0.271,0.94
1,retinal,1.556,2.4,3,925.261,0.388,0.72
1,retire,2.699,1.85,1.9,762.125,-0.189,1
1,retirement,2.635,3.1,3.25,771.967,-0.11,0.88
1,retrace,1.556,2.4,2.8,870.393,0.31,0.82
1,retract,1.875,2.2,2.25,803.879,-0.08,1
1,retraction,1.716,2.45,2.5,964.929,0.561,0.88
1,retreat,2.686,2.3,2.2,727.2,-0.344,0.94
1,retrial,1.342,2.4,3.55,932.643,0.499,0.82
1,retribution,1.935,3.6,4.1,940.933,0.393,0.88
1,retrieval,1.763,3.15,3.25,704.031,-0.2,1
1,retrieve,2.324,2.6,2.4,729.875,-0.132,0.91
1,retriever,1.591,3.1,2.8,804.206,0.064,1
1,retroactive,1.322,3.45,4.5,763.968,-0.016,0.97
1,retrospect,1.568,3.85,4.65,898.152,0.12,1
1,return,3.67,2.35,2.15,579.059,-0.813,1
1,reunion,2.654,2.7,3.45,693.333,-0.498,0.97
1,reunite,1.568,2.65,3.8,726.706,-0.142,1
1,reveal,2.679,1.85,1.85,639.909,-0.401,0.97
1,revel,1.623,1.6,1.65,753.958,-0.223,0.75
1,revelation,2.149,2.65,3.05,809.364,0.076,0.97
1,revenge,2.988,2.6,2.95,627.219,-0.639,0.94
1,revenue,2.09,2.35,2.45,636.667,-0.486,0.97
1,reverence,1.839,2.55,2.6,734.242,-0.199,0.97
1,reverend,2.984,2.4,3.05,865.111,0.056,0.87
1,reverent,1.079,2.4,2.55,739.516,-0.139,0.91
1,reversal,1.763,2.65,2.55,759.781,-0.144,1
1,reverse,2.749,1.8,1.85,748.03,-0.312,1
1,revert,1.556,1.9,1.9,763.714,0.051,0.88
1,review,2.878,1.9,2.2,692.625,-0.524,0.97
1,reviewer,1.431,2.65,2.55,766.5,0.12,0.88
1,revise,1.653,1.8,1.75,676.567,-0.411,0.94
1,revision,1.477,2.1,2.3,759.906,-0.082,0.94
1,revival,1.785,2.55,2.6,683.219,-0.339,1
1,revive,1.978,1.8,1.85,812.903,0.065,0.91
1,revoke,1.58,1.9,1.9,668.75,-0.429,0.94
1,revolt,1.903,2.1,2.1,727.647,-0.275,1
1,revolting,1.996,2.45,2.7,594.839,-0.544,0.97
1,revolution,2.799,2.35,2.45,679.364,-0.376,0.97
1,revolve,1.556,1.8,1.95,730,-0.178,0.91
1,revolver,2.152,2.2,2.8,733.438,-0.172,0.97
1,revolving,1.716,2.4,2.35,698.606,-0.373,0.94
1,reward,2.964,1.75,2.15,648.265,-0.406,1
1,rewire,1.398,1.95,2.8,787.931,-0.011,0.91
1,rewrite,2.149,2.45,2.2,747.879,-0.146,0.94
1,rhapsody,1.447,3.95,2.95,762.833,0.093,0.91
1,rhetorical,1.699,3.55,3.45,790.759,0.17,0.88
1,rhinestone,1.518,3.6,3.05,786.229,0.079,1
1,rhinoceros,1.591,4.75,4.9,907.923,0.593,0.87
1,rhubarb,1.748,3.85,2.95,794.381,0.237,0.62
1,rhyme,2.354,2.25,1,724.167,-0.11,0.97
1,rhythm,2.746,3.3,2.05,640.71,-0.446,0.97
1,rhythmic,1.724,3.5,2.7,718.935,-0.122,0.91
1,rib,2.48,1.35,1.05,621.912,-0.548,1
1,ribbon,2.413,2.65,1.8,752.967,-0.222,0.94
1,rich,3.613,1.85,1.25,620.857,-0.613,0.97
1,riches,2.233,1.9,1.6,628.441,-0.549,1
1,rickety,1.342,2.1,2.8,774.08,-0.016,0.76
1,rickshaw,1.491,3.9,2.7,"1,074.267",0.585,0.47
1,ricochet,1.398,3.55,2.8,996.048,0.567,0.66
1,riddance,1.949,3.1,2.1,927.364,0.392,0.69
1,riddle,2.365,1.7,1.2,663.633,-0.506,0.94
1,rider,2.595,1.6,1.35,614,-0.563,1
1,ridge,2.559,1.75,1.7,676.258,-0.324,1
1,ridicule,2.004,3.45,3.75,833.2,0.119,0.88
1,riff,1.763,1.8,1.05,784.368,0.079,0.63
1,riffraff,1.724,4.3,2.8,"1,022.684",0.569,0.58
1,rifleman,1.447,3.35,3.75,831.226,0.245,0.94
1,rift,1.748,1.6,1.3,785.552,-0.056,0.88
1,right,5.311,1.45,1,585.697,-0.691,0.97
1,righteous,2.303,3.4,2.15,666.515,-0.395,0.97
1,rightful,2.079,3,1.9,761.235,-0.218,1
1,rigid,1.982,1.95,2.3,694.939,-0.414,0.97
1,rigorous,1.643,2.8,2.75,759.219,-0.109,0.97
1,ringer,1.935,1.45,1.7,665.882,-0.218,1
1,ringleader,1.447,4,3.85,824.758,0.058,0.94
1,ringmaster,1.322,3.95,4.05,867.903,-0.012,0.91
1,ringside,1.681,2.95,2.85,806.2,0.011,0.88
1,rioting,1.431,1.95,1.9,655.667,-0.299,0.77
1,ripe,2.33,1.25,1,708.188,-0.379,0.97
1,ripple,1.892,1.8,1.6,666.469,-0.499,0.97
1,rippling,1.491,2.15,1.9,781.621,-0.046,0.97
1,risk,3.398,1.55,1.35,583.353,-0.664,1
1,risky,2.595,1.85,1.75,594,-0.69,0.97
1,rite,1.875,1.1,1,777.864,-0.144,0.71
1,ritual,2.66,2.5,2.55,640.097,-0.492,0.97
1,rival,2.288,1.95,1.8,636.323,-0.586,0.97
1,rivalry,1.74,2.7,2.55,722.545,-0.312,0.94
1,riverbank,1.544,3.75,4.15,633.706,-0.341,0.97
1,riverbed,1.362,2.75,3.75,770.121,-0.055,0.97
1,riverboat,1.322,3.7,3.75,696.758,-0.357,0.97
1,roadblock,2.009,4.1,3.75,758.061,-0.021,0.97
1,roadhouse,1.591,2.9,2.8,692.645,-0.347,0.97
1,roadie,1.322,2.4,1.55,781.333,0.149,0.55
1,roam,2.24,1.65,1,754.576,-0.295,0.97
1,roasted,1.94,1.85,1.65,645.438,-0.526,0.91
1,rob,3.075,1.15,1.05,728.788,-0.348,1
1,robber,2.38,1.8,1.75,609.5,-0.637,0.94
1,robbery,3.07,2.45,2.15,592.281,-0.586,0.97
1,robot,2.794,1.9,2.1,610.697,-0.581,1
1,robust,1.568,2.25,2.65,706.429,-0.206,0.85
1,rocker,1.813,1.75,1.55,667.182,-0.382,0.97
1,role,2.969,1.1,1,630.606,-0.526,0.97
1,Roman,2.728,1.9,1.65,654.353,-0.545,1
1,romance,2.899,2.65,2.75,600.265,-0.687,1
1,romp,1.447,1.8,1.8,774.36,0.104,0.76
1,rookie,2.403,2.3,1.65,715.258,-0.255,0.97
1,room,4.351,1.4,1,543.324,-0.805,1
1,roomful,1.505,3,2.9,807.581,0.073,0.91
1,roommate,2.765,3.5,3.25,654.424,-0.466,1
1,roomy,1.322,1.9,1.7,675.111,-0.395,0.79
1,roost,1.663,1.85,1.4,665.28,-0.308,0.78
1,rooster,2.297,1.85,1.85,645.97,-0.474,0.97
1,rosary,1.792,2.45,2.4,770.7,-0.133,0.88
1,rosemary,2.403,3.6,3.85,740.364,-0.14,1
1,roster,2.045,1.85,1.9,702.033,-0.228,0.91
1,rotary,1.447,2.3,2.15,759.5,-0.236,0.8
1,rotate,1.996,1.85,1.9,647.576,-0.501,0.94
1,rotation,2.176,2.1,2.35,667.677,-0.296,0.94
1,roughneck,1.518,3.6,3.45,855.882,0.006,1
1,roulette,2.104,3.3,2.25,835.545,0.26,0.97
1,roundup,1.771,2.7,3.5,693.633,-0.294,0.94
1,rouse,1.681,1.4,1.35,760.565,0.049,0.7
1,routine,3.006,2.5,1.95,651.03,-0.388,1
1,roving,1.591,1.8,1.85,764.875,0.114,0.48
1,rowboat,1.74,2.85,2.75,848.094,0.145,0.94
1,rowdy,1.724,1.9,1.75,635.812,-0.378,0.94
1,rowing,1.819,,,,,
1,royal,3.074,1.9,1.9,587.812,-0.734,0.94
1,royalty,2.303,2.75,2.65,718.312,-0.406,0.97
1,rubbish,2.456,2.85,1.9,693.1,-0.407,0.91
1,rubble,1.954,1.85,1.55,726.655,-0.223,0.94
1,ruckus,1.881,2.55,1.95,921.913,0.312,0.7
1,rude,3.051,1.4,1,622.235,-0.517,1
1,rudeness,1.643,2.9,2.25,613.156,-0.572,0.97
1,ruffle,1.477,1.7,1.35,776.84,-0.111,0.81
1,rugged,2.013,1.6,1.9,617.258,-0.426,0.94
1,ruin,3.163,1.75,1.8,679.121,-0.382,1
1,rule,3.39,1.5,1,557.688,-0.768,0.97
1,ruler,2.212,1.8,1.7,630.875,-0.569,0.97
1,ruling,2.322,1.95,1.45,675.962,-0.169,0.79
1,rummage,1.613,2.8,2.55,665.52,-0.34,0.76
1,rumor,2.726,1.95,1.7,647,-0.465,0.97
1,rundown,1.875,2.75,3.8,720.5,-0.233,0.86
1,runner,2.405,1.9,1.75,590.531,-0.625,0.97
1,running,3.906,1.8,1.6,601.226,-0.71,1
1,runny,1.819,1.8,1.35,733.034,-0.062,0.88
1,runt,2.1,1.3,1.2,695.815,-0.215,0.79
1,rural,1.778,1.9,1.95,644.839,-0.568,0.91
1,ruse,1.935,1.25,1,783.214,0.083,0.41
1,rush,3.205,1.25,1.05,628.167,-0.722,0.97
1,rustic,1.613,2.3,2.2,763.906,-0.167,0.94
1,rustle,1.771,1.8,1.55,709.273,-0.214,0.97
1,ruthless,2.326,2.9,2.05,710.03,-0.244,0.97
1,sabotage,2.297,3.3,3.35,731.194,-0.074,0.97
1,saboteur,1.462,3.55,3.95,859.077,0.527,0.38
1,sacrament,1.462,3.4,3,786.692,0.098,0.87
1,sacred,2.855,2,2.65,727.824,-0.209,1
1,sacrifice,2.961,3.45,3.45,679.971,-0.416,1
1,sacrificial,1.477,4.2,4.75,886.161,0.32,0.97
1,sacrilege,1.568,3.95,3.75,832.636,0.248,0.67
1,sad,3.51,1,1,574.031,-0.68,0.94
1,sadist,1.748,2.25,1.85,776.036,0.158,0.8
1,sadistic,1.944,2.9,2.85,779.857,-0.022,0.82
1,sadness,2.389,2.35,1.9,576.226,-0.682,0.94
1,safe,3.864,1.55,1.55,576.758,-0.844,0.97
1,safeguard,1.69,3.65,3.7,691.788,-0.346,1
1,safety,3.217,2.45,1.85,629.824,-0.556,1
1,saffron,1.505,2.95,2.3,854.692,0.549,0.39
1,sag,1.623,1,1,779.72,-0.081,0.76
1,saga,1.613,1.75,1.9,704.964,-0.217,0.85
1,sail,2.846,1.15,1,598.647,-0.704,1
1,sailboat,1.919,3.2,2.8,616.029,-0.546,1
1,saint,2.961,1.75,1.5,685.353,-0.497,1
1,sainted,1.505,1.85,1.8,709.133,-0.252,0.91
1,sake,3.515,1,1,655.607,-0.423,0.82
1,sale,3.113,1,1,597.606,-0.664,1
1,salesgirl,1.342,4.4,4.55,810.786,0.211,0.9
1,salesman,2.727,2.7,2.9,689.057,-0.441,1
1,salmonella,1.447,4.9,4.9,973.864,0.49,0.69
1,salon,2.371,1.75,1.95,649.406,-0.466,0.97
1,saloon,2.42,1.85,1.85,756.812,-0.169,0.94
1,saltwater,1.505,3.55,3.9,695.394,-0.245,1
1,salty,2.107,1.85,1.8,612.455,-0.615,0.97
1,salute,2.569,1.9,1.9,709.219,-0.364,0.97
1,salvage,2.324,2.6,2.65,706.344,-0.305,0.94
1,salvation,2.41,2.75,2.9,650.147,-0.46,1
1,salve,1.477,1.65,1.75,614.933,-0.435,0.47
1,samba,1.477,1.9,2.05,823.591,0.243,0.63
1,sample,2.872,1.75,1.8,618.484,-0.66,0.97
1,sanatorium,1.447,4,3.95,975.773,0.602,0.69
1,sanction,1.643,2.3,2.45,829,-0.016,1
1,sanctity,1.929,2.8,3.75,890.538,0.397,0.84
1,sanctuary,2.344,3.5,4.55,683.471,-0.305,1
1,sanctum,1.532,3,2.95,826.88,0.159,0.76
1,sandbox,1.74,2.9,3.1,645.265,-0.52,1
1,sandman,2.097,2.55,3.2,753.688,-0.078,0.97
